a,b,c,d,e,f,g,h,i,k
3393.0111,172.0111,8.0111,272.0111,-3.0111,2430.0111,226.0111,244.0111,151.0111,331.0111
3454.0111,175.0111,13.0111,853.0111,105.0111,3435.0111,227.0111,246.0111,149.0111,1213.0111
3370.0111,16.0111,18.0111,457.0111,131.0111,3247.0111,202.0111,201.0111,131.0111,2138.0111
3354.0111,30.0111,16.0111,424.0111,115.0111,3241.0111,213.0111,203.0111,121.0111,2257.0111
3342.0111,14.0111,14.0111,424.0111,103.0111,3240.0111,206.0111,210.0111,139.0111,2377.0111
3195.0111,20.0111,9.0111,1045.0111,114.0111,2989.0111,214.0111,221.0111,143.0111,2363.0111
2897.0111,83.0111,9.0111,474.0111,99.0111,3020.0111,233.0111,224.0111,122.0111,408.0111
2773.0111,356.0111,10.0111,319.0111,58.0111,2971.0111,204.0111,223.0111,156.0111,1216.0111
2772.0111,10.0111,10.0111,339.0111,60.0111,2949.0111,209.0111,220.0111,148.0111,1245.0111
2771.0111,5.0111,10.0111,361.0111,65.0111,2928.0111,207.0111,220.0111,150.0111,1273.0111
2755.0111,313.0111,11.0111,484.0111,84.0111,2532.0111,189.0111,231.0111,182.0111,1860.0111
2731.0111,63.0111,12.0111,391.0111,77.0111,2382.0111,230.0111,215.0111,116.0111,2126.0111
2608.0111,177.0111,18.0111,0.0111,0.0111,2097.0111,226.0111,247.0111,147.0111,2181.0111
2549.0111,349.0111,5.0111,30.0111,4.0111,1597.0111,211.0111,232.0111,159.0111,1593.0111
2535.0111,339.0111,18.0111,67.0111,5.0111,1410.0111,178.0111,211.0111,170.0111,1383.0111
2904.0111,81.0111,26.0111,379.0111,232.0111,1266.0111,244.0111,185.0111,55.0111,912.0111
2889.0111,80.0111,30.0111,351.0111,217.0111,1295.0111,243.0111,172.0111,37.0111,933.0111
3392.0111,352.0111,13.0111,702.0111,53.0111,1358.0111,196.0111,217.0111,158.0111,1543.0111
3403.0111,0.0111,8.0111,361.0111,64.0111,1592.0111,209.0111,226.0111,155.0111,1167.0111
3411.0111,182.0111,5.0111,247.0111,72.0111,1852.0111,222.0111,244.0111,157.0111,832.0111
3407.0111,168.0111,13.0111,488.0111,123.0111,2188.0111,230.0111,245.0111,143.0111,488.0111
3405.0111,159.0111,12.0111,499.0111,54.0111,2214.0111,233.0111,242.0111,138.0111,469.0111
3399.0111,151.0111,12.0111,470.0111,35.0111,2264.0111,235.0111,240.0111,134.0111,433.0111
3394.0111,207.0111,4.0111,30.0111,1.0111,2791.0111,217.0111,244.0111,163.0111,509.0111
3449.0111,169.0111,15.0111,902.0111,100.0111,3438.0111,230.0111,245.0111,141.0111,1120.0111
3446.0111,176.0111,15.0111,883.0111,97.0111,3406.0111,226.0111,247.0111,149.0111,1209.0111
3383.0111,18.0111,15.0111,510.0111,144.0111,3221.0111,207.0111,207.0111,134.0111,2075.0111
3184.0111,18.0111,6.0111,1188.0111,129.0111,2963.0111,216.0111,227.0111,149.0111,2190.0111
3159.0111,33.0111,12.0111,1170.0111,290.0111,2919.0111,218.0111,214.0111,131.0111,2012.0111
2611.0111,73.0111,13.0111,67.0111,-4.0111,2155.0111,235.0111,215.0111,110.0111,2203.0111
2541.0111,283.0111,8.0111,30.0111,0.0111,1639.0111,199.0111,241.0111,181.0111,1654.0111
2550.0111,60.0111,9.0111,60.0111,5.0111,1557.0111,227.0111,221.0111,127.0111,1565.0111
3259.0111,121.0111,10.0111,162.0111,0.0111,3025.0111,237.0111,232.0111,126.0111,693.0111
3251.0111,119.0111,9.0111,108.0111,1.0111,2995.0111,235.0111,233.0111,128.0111,677.0111
2968.0111,64.0111,22.0111,67.0111,17.0111,642.0111,234.0111,189.0111,77.0111,592.0111
2874.0111,79.0111,28.0111,335.0111,202.0111,1332.0111,243.0111,177.0111,45.0111,976.0111
3047.0111,203.0111,7.0111,258.0111,47.0111,2207.0111,217.0111,247.0111,166.0111,1400.0111
3108.0111,188.0111,5.0111,67.0111,0.0111,1259.0111,220.0111,244.0111,159.0111,1668.0111
3371.0111,347.0111,13.0111,874.0111,121.0111,1129.0111,196.0111,219.0111,162.0111,1991.0111
3379.0111,340.0111,13.0111,911.0111,108.0111,1216.0111,192.0111,221.0111,167.0111,1914.0111
3404.0111,351.0111,11.0111,552.0111,65.0111,1465.0111,199.0111,221.0111,159.0111,1405.0111
3409.0111,326.0111,2.0111,258.0111,70.0111,1697.0111,215.0111,237.0111,160.0111,1064.0111
3409.0111,172.0111,12.0111,210.0111,70.0111,1826.0111,228.0111,245.0111,148.0111,899.0111
3400.0111,175.0111,14.0111,446.0111,116.0111,2180.0111,227.0111,247.0111,149.0111,531.0111
3397.0111,157.0111,13.0111,458.0111,46.0111,2255.0111,234.0111,241.0111,136.0111,474.0111
3394.0111,206.0111,7.0111,90.0111,1.0111,2858.0111,216.0111,247.0111,166.0111,466.0111
3462.0111,239.0111,10.0111,979.0111,194.0111,3502.0111,202.0111,249.0111,184.0111,495.0111
3442.0111,171.0111,17.0111,949.0111,93.0111,3432.0111,230.0111,245.0111,141.0111,1057.0111
3442.0111,177.0111,16.0111,940.0111,93.0111,3421.0111,226.0111,247.0111,148.0111,1087.0111
3438.0111,177.0111,15.0111,912.0111,89.0111,3378.0111,226.0111,247.0111,150.0111,1206.0111
3427.0111,101.0111,8.0111,768.0111,210.0111,3242.0111,233.0111,230.0111,129.0111,1714.0111
3422.0111,90.0111,9.0111,745.0111,201.0111,3236.0111,235.0111,225.0111,121.0111,1744.0111
3412.0111,68.0111,7.0111,700.0111,180.0111,3226.0111,227.0111,226.0111,133.0111,1804.0111
3388.0111,24.0111,15.0111,524.0111,149.0111,3189.0111,211.0111,208.0111,130.0111,2103.0111
3278.0111,6.0111,17.0111,247.0111,55.0111,3154.0111,196.0111,204.0111,142.0111,3302.0111
2579.0111,141.0111,9.0111,67.0111,-12.0111,1907.0111,234.0111,238.0111,135.0111,1956.0111
2551.0111,320.0111,14.0111,124.0111,17.0111,1382.0111,182.0111,225.0111,183.0111,1388.0111
2555.0111,318.0111,13.0111,134.0111,18.0111,1355.0111,186.0111,228.0111,182.0111,1358.0111
2609.0111,137.0111,9.0111,454.0111,135.0111,459.0111,235.0111,237.0111,133.0111,418.0111
3345.0111,115.0111,35.0111,376.0111,112.0111,2084.0111,254.0111,183.0111,25.0111,1398.0111
2877.0111,97.0111,26.0111,350.0111,205.0111,1339.0111,251.0111,193.0111,54.0111,997.0111
3398.0111,352.0111,9.0111,830.0111,59.0111,1342.0111,205.0111,225.0111,158.0111,1674.0111
3433.0111,172.0111,15.0111,960.0111,84.0111,3382.0111,229.0111,246.0111,145.0111,1114.0111
3400.0111,13.0111,13.0111,577.0111,161.0111,3164.0111,207.0111,212.0111,141.0111,2042.0111
3301.0111,146.0111,14.0111,426.0111,78.0111,3124.0111,238.0111,238.0111,127.0111,2881.0111
3020.0111,18.0111,13.0111,990.0111,222.0111,2965.0111,209.0111,211.0111,137.0111,860.0111
2658.0111,45.0111,15.0111,201.0111,41.0111,2290.0111,223.0111,207.0111,115.0111,2252.0111
2639.0111,53.0111,17.0111,150.0111,23.0111,2239.0111,227.0111,201.0111,102.0111,2257.0111
2615.0111,46.0111,17.0111,85.0111,19.0111,2184.0111,223.0111,201.0111,107.0111,2257.0111
2601.0111,160.0111,12.0111,0.0111,0.0111,1983.0111,232.0111,242.0111,140.0111,2048.0111
2546.0111,9.0111,8.0111,30.0111,0.0111,1643.0111,211.0111,224.0111,150.0111,1690.0111
2555.0111,52.0111,8.0111,120.0111,12.0111,1532.0111,225.0111,223.0111,133.0111,1570.0111
2565.0111,291.0111,9.0111,175.0111,28.0111,1315.0111,194.0111,239.0111,184.0111,1332.0111
3165.0111,313.0111,11.0111,180.0111,33.0111,750.0111,189.0111,231.0111,182.0111,1359.0111
3389.0111,333.0111,8.0111,960.0111,118.0111,1262.0111,202.0111,230.0111,167.0111,1857.0111
3413.0111,18.0111,5.0111,283.0111,74.0111,1679.0111,216.0111,229.0111,150.0111,1170.0111
3387.0111,170.0111,13.0111,408.0111,133.0111,2215.0111,229.0111,245.0111,146.0111,576.0111
3430.0111,225.0111,10.0111,824.0111,162.0111,3535.0111,206.0111,250.0111,180.0111,306.0111
3424.0111,122.0111,7.0111,807.0111,199.0111,3183.0111,233.0111,234.0111,134.0111,1711.0111
3410.0111,15.0111,5.0111,684.0111,171.0111,3152.0111,216.0111,230.0111,152.0111,1891.0111
3405.0111,27.0111,13.0111,591.0111,166.0111,3132.0111,214.0111,212.0111,132.0111,2071.0111
3387.0111,39.0111,15.0111,553.0111,148.0111,3124.0111,219.0111,207.0111,119.0111,2191.0111
3373.0111,21.0111,11.0111,540.0111,134.0111,3120.0111,212.0111,216.0111,139.0111,2311.0111
3163.0111,103.0111,5.0111,1260.0111,294.0111,2962.0111,229.0111,233.0111,138.0111,1768.0111
2599.0111,57.0111,11.0111,60.0111,4.0111,2060.0111,228.0111,217.0111,121.0111,2140.0111
2593.0111,162.0111,7.0111,30.0111,-2.0111,2003.0111,227.0111,242.0111,148.0111,2081.0111
2575.0111,127.0111,16.0111,0.0111,0.0111,1917.0111,245.0111,228.0111,107.0111,1991.0111
2553.0111,331.0111,10.0111,67.0111,6.0111,1605.0111,197.0111,228.0111,170.0111,1663.0111
2552.0111,349.0111,16.0111,150.0111,7.0111,1438.0111,188.0111,211.0111,160.0111,1485.0111
2547.0111,65.0111,16.0111,300.0111,23.0111,1142.0111,233.0111,207.0111,101.0111,1159.0111
3044.0111,157.0111,13.0111,474.0111,86.0111,2556.0111,234.0111,241.0111,136.0111,1099.0111
3415.0111,31.0111,6.0111,268.0111,76.0111,1702.0111,219.0111,228.0111,145.0111,1182.0111
3373.0111,186.0111,9.0111,256.0111,9.0111,2531.0111,222.0111,247.0111,159.0111,480.0111
3386.0111,207.0111,6.0111,175.0111,-6.0111,2952.0111,216.0111,246.0111,166.0111,391.0111
3419.0111,172.0111,11.0111,1019.0111,70.0111,3326.0111,228.0111,245.0111,148.0111,1110.0111
3412.0111,355.0111,8.0111,644.0111,173.0111,3108.0111,207.0111,226.0111,157.0111,2010.0111
3253.0111,109.0111,13.0111,558.0111,55.0111,3107.0111,242.0111,225.0111,110.0111,3068.0111
2790.0111,34.0111,11.0111,607.0111,60.0111,2724.0111,219.0111,216.0111,132.0111,1776.0111
2663.0111,77.0111,13.0111,216.0111,48.0111,2314.0111,236.0111,216.0111,110.0111,2313.0111
2636.0111,79.0111,14.0111,150.0111,40.0111,2197.0111,237.0111,215.0111,106.0111,2293.0111
2610.0111,78.0111,13.0111,95.0111,15.0111,2081.0111,236.0111,216.0111,109.0111,2173.0111
2564.0111,32.0111,3.0111,216.0111,22.0111,1316.0111,219.0111,232.0111,150.0111,1371.0111
2596.0111,179.0111,10.0111,497.0111,126.0111,540.0111,224.0111,246.0111,154.0111,537.0111
3303.0111,82.0111,21.0111,285.0111,70.0111,2066.0111,244.0111,197.0111,73.0111,1364.0111
3259.0111,126.0111,13.0111,150.0111,26.0111,1932.0111,241.0111,231.0111,117.0111,1464.0111
2741.0111,354.0111,7.0111,175.0111,50.0111,1797.0111,208.0111,227.0111,157.0111,953.0111
3219.0111,332.0111,8.0111,300.0111,37.0111,362.0111,201.0111,230.0111,168.0111,1206.0111
3400.0111,340.0111,10.0111,994.0111,61.0111,1338.0111,198.0111,225.0111,166.0111,1775.0111
3426.0111,6.0111,9.0111,400.0111,87.0111,1632.0111,210.0111,223.0111,151.0111,1294.0111
3418.0111,32.0111,7.0111,256.0111,79.0111,1725.0111,219.0111,224.0111,142.0111,1191.0111
3380.0111,181.0111,12.0111,255.0111,96.0111,2132.0111,224.0111,248.0111,154.0111,721.0111
3368.0111,165.0111,14.0111,361.0111,33.0111,2323.0111,231.0111,244.0111,141.0111,577.0111
3366.0111,193.0111,9.0111,268.0111,2.0111,2471.0111,220.0111,247.0111,162.0111,518.0111
3373.0111,202.0111,7.0111,95.0111,1.0111,2701.0111,217.0111,246.0111,165.0111,541.0111
3377.0111,200.0111,7.0111,30.0111,-2.0111,2832.0111,218.0111,246.0111,164.0111,540.0111
3417.0111,204.0111,11.0111,1020.0111,68.0111,3226.0111,214.0111,250.0111,170.0111,1320.0111
3397.0111,33.0111,16.0111,607.0111,158.0111,3062.0111,215.0111,202.0111,118.0111,2220.0111
3108.0111,65.0111,14.0111,1343.0111,194.0111,3001.0111,233.0111,210.0111,106.0111,1359.0111
2770.0111,47.0111,9.0111,495.0111,40.0111,2630.0111,223.0111,220.0111,131.0111,1987.0111
2653.0111,114.0111,14.0111,175.0111,38.0111,2278.0111,244.0111,225.0111,107.0111,2345.0111
2601.0111,103.0111,13.0111,90.0111,1.0111,2045.0111,241.0111,224.0111,110.0111,2147.0111
2564.0111,60.0111,5.0111,0.0111,0.0111,1813.0111,224.0111,229.0111,140.0111,1909.0111
2560.0111,340.0111,6.0111,85.0111,7.0111,1613.0111,208.0111,232.0111,162.0111,1702.0111
2561.0111,0.0111,5.0111,127.0111,12.0111,1556.0111,213.0111,231.0111,156.0111,1642.0111
2568.0111,358.0111,5.0111,218.0111,23.0111,1359.0111,211.0111,230.0111,156.0111,1436.0111
3231.0111,130.0111,14.0111,60.0111,0.0111,1760.0111,242.0111,231.0111,115.0111,1598.0111
3235.0111,105.0111,3.0111,162.0111,1.0111,120.0111,224.0111,236.0111,147.0111,1208.0111
3411.0111,346.0111,13.0111,902.0111,72.0111,1415.0111,195.0111,219.0111,162.0111,1682.0111
3423.0111,352.0111,13.0111,722.0111,84.0111,1489.0111,196.0111,217.0111,158.0111,1531.0111
3430.0111,0.0111,9.0111,424.0111,91.0111,1639.0111,208.0111,224.0111,154.0111,1296.0111
3357.0111,124.0111,22.0111,67.0111,18.0111,1888.0111,251.0111,218.0111,84.0111,1024.0111
3375.0111,206.0111,7.0111,60.0111,-4.0111,2873.0111,216.0111,247.0111,166.0111,511.0111
3377.0111,203.0111,7.0111,90.0111,-6.0111,2899.0111,217.0111,247.0111,166.0111,481.0111
3405.0111,176.0111,11.0111,1065.0111,56.0111,3248.0111,226.0111,246.0111,152.0111,1170.0111
2789.0111,56.0111,7.0111,525.0111,59.0111,2738.0111,225.0111,226.0111,135.0111,1851.0111
2600.0111,108.0111,12.0111,60.0111,0.0111,2037.0111,240.0111,226.0111,114.0111,2151.0111
2569.0111,53.0111,5.0111,0.0111,0.0111,1863.0111,223.0111,229.0111,142.0111,1973.0111
2555.0111,13.0111,4.0111,42.0111,0.0111,1690.0111,215.0111,231.0111,152.0111,1795.0111
2566.0111,77.0111,5.0111,268.0111,20.0111,1292.0111,227.0111,230.0111,138.0111,1383.0111
2563.0111,82.0111,5.0111,283.0111,18.0111,1265.0111,227.0111,231.0111,138.0111,1354.0111
2566.0111,279.0111,9.0111,480.0111,96.0111,841.0111,196.0111,241.0111,184.0111,892.0111
2589.0111,159.0111,9.0111,524.0111,119.0111,631.0111,230.0111,242.0111,143.0111,644.0111
2585.0111,169.0111,12.0111,541.0111,115.0111,571.0111,229.0111,245.0111,145.0111,592.0111
3293.0111,96.0111,20.0111,242.0111,60.0111,2066.0111,248.0111,206.0111,77.0111,1338.0111
3055.0111,309.0111,10.0111,42.0111,2.0111,1652.0111,192.0111,233.0111,182.0111,1731.0111
3402.0111,324.0111,14.0111,912.0111,152.0111,1167.0111,183.0111,224.0111,180.0111,1932.0111
3423.0111,338.0111,16.0111,841.0111,84.0111,1465.0111,184.0111,216.0111,170.0111,1616.0111
3435.0111,4.0111,9.0111,451.0111,96.0111,1648.0111,208.0111,222.0111,151.0111,1298.0111
3365.0111,102.0111,30.0111,67.0111,26.0111,1889.0111,253.0111,186.0111,38.0111,1032.0111
3343.0111,135.0111,16.0111,30.0111,4.0111,1931.0111,243.0111,232.0111,113.0111,999.0111
3371.0111,194.0111,6.0111,42.0111,-1.0111,2862.0111,219.0111,245.0111,161.0111,543.0111
3401.0111,173.0111,10.0111,1121.0111,52.0111,3266.0111,226.0111,245.0111,150.0111,1052.0111
3313.0111,121.0111,19.0111,638.0111,90.0111,2985.0111,248.0111,221.0111,93.0111,2731.0111
2570.0111,24.0111,5.0111,42.0111,1.0111,1826.0111,217.0111,230.0111,149.0111,1948.0111
2567.0111,40.0111,7.0111,60.0111,0.0111,1768.0111,221.0111,224.0111,138.0111,1889.0111
2560.0111,47.0111,8.0111,60.0111,-1.0111,1710.0111,223.0111,223.0111,135.0111,1830.0111
2566.0111,321.0111,6.0111,234.0111,19.0111,1452.0111,204.0111,234.0111,169.0111,1565.0111
2572.0111,338.0111,4.0111,270.0111,33.0111,1395.0111,210.0111,233.0111,162.0111,1507.0111
2566.0111,77.0111,5.0111,295.0111,21.0111,1282.0111,227.0111,230.0111,138.0111,1390.0111
2555.0111,117.0111,1.0111,417.0111,32.0111,1060.0111,220.0111,237.0111,153.0111,1158.0111
2573.0111,233.0111,5.0111,511.0111,103.0111,750.0111,212.0111,244.0111,169.0111,819.0111
2581.0111,162.0111,15.0111,552.0111,111.0111,616.0111,233.0111,243.0111,136.0111,659.0111
3048.0111,103.0111,11.0111,180.0111,0.0111,914.0111,239.0111,225.0111,115.0111,865.0111
3438.0111,0.0111,15.0111,750.0111,99.0111,1530.0111,197.0111,211.0111,150.0111,1523.0111
2608.0111,94.0111,7.0111,30.0111,-3.0111,2112.0111,231.0111,230.0111,132.0111,2249.0111
2568.0111,351.0111,5.0111,212.0111,15.0111,1500.0111,212.0111,232.0111,158.0111,1630.0111
2569.0111,322.0111,6.0111,255.0111,20.0111,1442.0111,205.0111,234.0111,168.0111,1572.0111
2567.0111,82.0111,5.0111,323.0111,22.0111,1271.0111,227.0111,231.0111,138.0111,1397.0111
2565.0111,84.0111,5.0111,335.0111,20.0111,1243.0111,227.0111,231.0111,139.0111,1368.0111
2562.0111,76.0111,4.0111,350.0111,16.0111,1215.0111,225.0111,232.0111,143.0111,1339.0111
3046.0111,315.0111,13.0111,150.0111,31.0111,1770.0111,184.0111,229.0111,184.0111,1597.0111
3084.0111,297.0111,8.0111,85.0111,5.0111,1380.0111,198.0111,238.0111,179.0111,1592.0111
3098.0111,292.0111,15.0111,90.0111,18.0111,1320.0111,176.0111,236.0111,199.0111,1549.0111
3427.0111,355.0111,11.0111,990.0111,88.0111,1383.0111,202.0111,221.0111,156.0111,1717.0111
3436.0111,327.0111,13.0111,871.0111,97.0111,1493.0111,189.0111,225.0111,176.0111,1611.0111
3440.0111,329.0111,13.0111,841.0111,101.0111,1521.0111,189.0111,225.0111,175.0111,1585.0111
3444.0111,7.0111,8.0111,361.0111,105.0111,1747.0111,211.0111,225.0111,151.0111,1191.0111
3441.0111,24.0111,8.0111,301.0111,102.0111,1782.0111,216.0111,222.0111,143.0111,1146.0111
3345.0111,201.0111,24.0111,190.0111,91.0111,2210.0111,201.0111,252.0111,174.0111,808.0111
3367.0111,167.0111,4.0111,30.0111,0.0111,2840.0111,223.0111,241.0111,153.0111,612.0111
3414.0111,241.0111,9.0111,700.0111,157.0111,3561.0111,204.0111,248.0111,181.0111,351.0111
3392.0111,180.0111,9.0111,1124.0111,190.0111,3199.0111,224.0111,246.0111,155.0111,1087.0111
3143.0111,163.0111,19.0111,1092.0111,176.0111,3161.0111,234.0111,242.0111,130.0111,1964.0111
3046.0111,96.0111,15.0111,1087.0111,248.0111,3166.0111,243.0111,217.0111,100.0111,1003.0111
2823.0111,356.0111,14.0111,551.0111,81.0111,3124.0111,197.0111,214.0111,154.0111,1409.0111
2616.0111,102.0111,10.0111,30.0111,1.0111,2165.0111,237.0111,227.0111,120.0111,2313.0111
2608.0111,45.0111,11.0111,0.0111,0.0111,2077.0111,223.0111,217.0111,127.0111,2224.0111
2581.0111,32.0111,12.0111,42.0111,1.0111,1871.0111,217.0111,214.0111,130.0111,2018.0111
2578.0111,20.0111,11.0111,67.0111,0.0111,1842.0111,212.0111,217.0111,140.0111,1989.0111
2571.0111,38.0111,11.0111,120.0111,3.0111,1725.0111,220.0111,216.0111,130.0111,1871.0111
2567.0111,326.0111,7.0111,150.0111,8.0111,1608.0111,203.0111,232.0111,168.0111,1754.0111
2568.0111,337.0111,5.0111,170.0111,12.0111,1579.0111,208.0111,232.0111,163.0111,1725.0111
2571.0111,319.0111,4.0111,277.0111,18.0111,1434.0111,208.0111,235.0111,166.0111,1579.0111
2573.0111,94.0111,4.0111,331.0111,28.0111,1348.0111,225.0111,234.0111,144.0111,1492.0111
2887.0111,35.0111,16.0111,277.0111,37.0111,1588.0111,217.0111,204.0111,118.0111,977.0111
2989.0111,228.0111,6.0111,0.0111,0.0111,2070.0111,211.0111,246.0111,172.0111,1323.0111
3069.0111,252.0111,11.0111,90.0111,12.0111,1500.0111,195.0111,248.0111,191.0111,1663.0111
3084.0111,299.0111,6.0111,95.0111,18.0111,1410.0111,202.0111,238.0111,175.0111,1595.0111
3226.0111,315.0111,5.0111,408.0111,51.0111,390.0111,206.0111,236.0111,168.0111,1065.0111
3449.0111,0.0111,6.0111,752.0111,110.0111,1584.0111,212.0111,229.0111,155.0111,1492.0111
3354.0111,214.0111,9.0111,108.0111,3.0111,2605.0111,212.0111,248.0111,172.0111,661.0111
3358.0111,225.0111,8.0111,95.0111,7.0111,2630.0111,209.0111,248.0111,176.0111,660.0111
3364.0111,155.0111,5.0111,0.0111,0.0111,2830.0111,226.0111,240.0111,149.0111,648.0111
3387.0111,174.0111,9.0111,1100.0111,185.0111,3159.0111,226.0111,245.0111,152.0111,1120.0111
3401.0111,180.0111,8.0111,999.0111,162.0111,2991.0111,223.0111,245.0111,156.0111,1657.0111
3401.0111,180.0111,9.0111,960.0111,162.0111,2977.0111,224.0111,246.0111,155.0111,1717.0111
3403.0111,141.0111,12.0111,755.0111,164.0111,2912.0111,238.0111,236.0111,126.0111,2225.0111
2608.0111,42.0111,12.0111,30.0111,0.0111,2042.0111,222.0111,214.0111,126.0111,2200.0111
2575.0111,104.0111,2.0111,339.0111,26.0111,1368.0111,222.0111,236.0111,150.0111,1529.0111
2567.0111,99.0111,6.0111,379.0111,25.0111,1253.0111,230.0111,232.0111,136.0111,1414.0111
2558.0111,149.0111,12.0111,510.0111,109.0111,531.0111,236.0111,239.0111,131.0111,684.0111
2544.0111,151.0111,12.0111,417.0111,90.0111,443.0111,235.0111,240.0111,133.0111,594.0111
3239.0111,45.0111,7.0111,201.0111,-6.0111,2754.0111,222.0111,225.0111,138.0111,977.0111
2727.0111,291.0111,18.0111,60.0111,18.0111,2221.0111,167.0111,234.0111,206.0111,690.0111
3453.0111,0.0111,8.0111,636.0111,114.0111,1664.0111,209.0111,226.0111,155.0111,1374.0111
3409.0111,52.0111,23.0111,150.0111,70.0111,1940.0111,225.0111,183.0111,80.0111,977.0111
3284.0111,143.0111,24.0111,0.0111,0.0111,2121.0111,246.0111,227.0111,95.0111,819.0111
3350.0111,214.0111,10.0111,85.0111,0.0111,2623.0111,211.0111,250.0111,174.0111,691.0111
3383.0111,169.0111,9.0111,1061.0111,181.0111,3156.0111,227.0111,244.0111,149.0111,1065.0111
3391.0111,223.0111,10.0111,1131.0111,189.0111,3055.0111,207.0111,250.0111,178.0111,1332.0111
3397.0111,176.0111,10.0111,984.0111,158.0111,2948.0111,225.0111,246.0111,152.0111,1719.0111
3397.0111,193.0111,10.0111,932.0111,158.0111,2930.0111,219.0111,249.0111,163.0111,1809.0111
3394.0111,140.0111,11.0111,782.0111,155.0111,2881.0111,237.0111,237.0111,129.0111,2257.0111
2587.0111,26.0111,11.0111,150.0111,9.0111,1771.0111,215.0111,215.0111,136.0111,1943.0111
2581.0111,35.0111,11.0111,180.0111,9.0111,1712.0111,219.0111,215.0111,130.0111,1885.0111
2573.0111,29.0111,10.0111,182.0111,5.0111,1653.0111,217.0111,219.0111,137.0111,1826.0111
2575.0111,348.0111,6.0111,234.0111,16.0111,1536.0111,209.0111,231.0111,160.0111,1710.0111
2523.0111,119.0111,11.0111,300.0111,68.0111,324.0111,239.0111,231.0111,121.0111,541.0111
3406.0111,292.0111,13.0111,918.0111,156.0111,1154.0111,182.0111,237.0111,195.0111,1956.0111
3455.0111,0.0111,6.0111,524.0111,116.0111,1745.0111,212.0111,229.0111,155.0111,1256.0111
3268.0111,200.0111,31.0111,67.0111,14.0111,2206.0111,190.0111,248.0111,172.0111,752.0111
3307.0111,198.0111,29.0111,192.0111,72.0111,2315.0111,197.0111,249.0111,168.0111,706.0111
3359.0111,140.0111,8.0111,42.0111,-5.0111,2862.0111,232.0111,238.0111,138.0111,664.0111
3383.0111,153.0111,12.0111,1022.0111,181.0111,3167.0111,234.0111,240.0111,135.0111,983.0111
3391.0111,213.0111,10.0111,1115.0111,189.0111,3017.0111,211.0111,250.0111,174.0111,1366.0111
3391.0111,175.0111,10.0111,1008.0111,152.0111,2919.0111,226.0111,246.0111,151.0111,1723.0111
3390.0111,174.0111,11.0111,990.0111,151.0111,2912.0111,227.0111,246.0111,150.0111,1753.0111
2836.0111,45.0111,12.0111,698.0111,99.0111,3090.0111,223.0111,214.0111,123.0111,1557.0111
